island,source,background,local_rms,ra_str,dec_str,ra,err_ra,dec,err_dec,peak_flux,err_peak_flux,int_flux,err_int_flux,a,err_a,b,err_b,pa,err_pa,flags,residual_mean,residual_std,uuid,psf_a,psf_b,psf_pa
1,0,0.0,0.5,02:02:45.33,-15:29:59.98,30.688888280583264,4.6414859712110224e-05,-15.499995264404133,4.626361580406524e-05,40.693538992901814,0.48320593882467994,41.27577098551293,0.5634000070349944,30.222141428192362,0.1437712683479236,30.20870684178819,0.14387837600136788,-83.45120155291372,20.294404362737897,0,-0.07019857025634121,0.09169715864012197,1956b062-d63f-48c1-9140-9af29ece46e0,30.001128126503982,30.001988387156526,-0.1840572892740637
2,0,0.0,0.5,02:03:12.00,-15:29:59.98,30.800000408545397,4.1305706808534395e-05,-15.499995286765424,4.1171045092269765e-05,45.692677122935066,0.48335183486700095,46.240822397237096,0.5628303080547181,30.18804824136195,0.12845094758183004,30.174608816551608,0.1285332427345059,85.66114091433029,17.309934177998237,0,-0.08564757843660747,0.0901007395581531,d88799c1-879c-4850-b4c8-5c3a0986ad01,30.001129815317004,30.00268632019528,-0.21374758138891595
3,0,0.0,0.5,02:00:32.00,-15:29:59.96,30.13332372552675,0.00012098064601254744,-15.499989686431451,0.00012153318574981144,15.658861059354455,0.48175765315127705,16.225482843959423,0.5751815205690077,30.62383941055931,0.38201058108606284,30.453527541808064,0.37854039917969584,0.36109286875218716,3.719913338852181,0,-0.053230688303694595,0.07413631555435915,e186d24c-7335-422e-a1a8-20445f969cb7,30.001123445355844,30.000070527443324,-0.03561990916992271
4,0,0.0,0.5,02:00:58.67,-15:29:59.98,30.244441936945947,9.173786521183475e-05,-15.49999561212377,9.171752015468826e-05,20.64537589786944,0.48232437637096054,21.217260255714205,0.5709557564273168,30.442898044841613,0.28765677328524614,30.383851580885015,0.2867411842841135,1.4202229220549425,8.200823458662732,0,-0.06579201021358132,0.07957836742147867,f2980d45-57b8-466b-8489-ac5acb7d1a2c,30.00112389963613,30.00024455630316,-0.06530748573589769
5,0,0.0,0.5,02:01:25.33,-15:29:59.98,30.35555990083825,7.366567911469535e-05,-15.499993545245358,7.350422301932724e-05,25.708233343156653,0.4825496931419621,26.333326084168434,0.5691077621578187,30.370148236910072,0.23006965050015854,30.356586687403524,0.22989958901650065,-3.3253474222408532,29.994074313057798,0,-0.06191600814504742,0.08465338447023796,d3672896-f5ce-448f-9800-1d2e78ee542c,30.001124569318375,30.00052336596383,-0.0949954267079217
6,0,0.0,0.5,02:01:52.00,-15:30:00.01,30.46667096763164,6.168578667411316e-05,-15.500002431983342,6.156581224736613e-05,30.61263291356273,0.4831225418763665,31.09156850939623,0.5647717645424016,30.243945276245785,0.19239121537864942,30.225634879167576,0.19218352608399905,3.3909086251229867,17.474609122493174,0,-0.053246455250782775,0.07108704897828452,193cbb94-7489-49ed-95ab-67227ccfe545,30.001125540487717,30.000906934152432,-0.12468226670468054
7,0,0.0,0.5,02:02:18.67,-15:30:00.01,30.57777452365128,5.294565525620443e-05,-15.500002093185332,5.2694985338774813e-05,35.72286651567423,0.4830873978500165,36.30307081264093,0.565339032432884,30.266933173865194,0.1649517881966826,30.220918345937832,0.16534065447686633,-89.93459862171412,6.021588342682924,0,-0.04838619178579685,0.07430575696732161,d7ffe323-d3c8-4cfd-ab00-87a9b4ddac04,30.0011267218935,30.00139524463623,-0.15436791435094954
8,0,0.0,0.5,02:01:52.00,-15:27:20.01,30.466668165234687,6.066095060298341e-05,-15.455558725040602,6.0440921672011434e-05,31.181547010367638,0.4829474422645867,31.749531819964165,0.5662795420597794,30.282946372936134,0.18922509338599292,30.262909947830714,0.1894438863873691,89.0378510720218,15.68077593993821,0,-0.06605138999666732,0.08244513731356824,49431925-db85-4343-b0ff-76353ab74516,30.000932967443738,30.00090731642449,-0.12433264358952692
9,0,0.0,0.5,02:02:18.67,-15:27:19.99,30.57777995897173,5.21510171070093e-05,-15.455553857979117,5.207573136978283e-05,36.2020513274838,0.4831066208004552,36.77385587606901,0.5650457391150484,30.251936284507806,0.1629803972888916,30.222406644201634,0.16272407396205665,-1.6183620389306919,9.069341019117434,0,-0.07119246948357259,0.09064648114836484,9d434d9d-7aaf-448a-ac08-ca541e164edc,30.000934021689524,30.00139587512002,-0.15393737868443633
10,0,0.0,0.5,02:02:45.33,-15:27:20.01,30.688886893264513,4.59064254405662e-05,-15.45555709906164,4.582378687700839e-05,41.1051559527243,0.4832569688801915,41.664547809997636,0.5640029965619129,30.21507021990255,0.14340750102696417,30.194761826840566,0.1432248595366139,0.7348932585000189,11.11289007285772,0,-0.05719986599899404,0.08653513658417904,2790c2b0-9296-4108-a4eb-ab7746780df7,30.000935338805114,30.00198923870195,-0.18354197041956968
11,0,0.0,0.5,02:03:12.00,-15:27:20.01,30.799998563241132,4.0849744374048506e-05,-15.455557596032408,4.0763946083544056e-05,46.182818010343006,0.48333092697256164,46.75732079852468,0.5633484647663587,30.194448666225526,0.12747571444755162,30.18123800211023,0.12737080885748356,-2.185749428578616,14.38744556862676,0,-0.05951953637158077,0.07874606973954325,01d033b7-5a36-4a24-b9f9-043ce94e38ec,30.00093687456555,30.002687467998047,-0.2131490817591656
12,0,0.0,0.5,02:00:32.00,-15:27:20.02,30.133340039402533,0.00011738314517115141,-15.455560380070878,0.00011691400328572854,16.18704272591285,0.4821182858765695,16.70147954174702,0.573047173055667,30.48914120216528,0.3670569028114858,30.45785084451654,0.36703999748170396,87.30193504264619,18.99661675241971,0,-0.02800968898419276,0.06266902594986554,06a9471c-dadf-41fd-bac6-9bfedb6f4ad2,30.000931124318896,30.000070576647857,-0.03552461857045099
13,0,0.0,0.5,02:00:58.67,-15:27:19.99,30.244442377274698,8.958517305323547e-05,-15.45555342332566,8.928936054353188e-05,21.154454563036342,0.4825866417189611,21.67424963436497,0.5696082235217259,30.374232827878384,0.2802691005971398,30.35962845846346,0.28007860250738775,89.97553993706691,30.48251060782452,0,-0.02573438463456411,0.061905138684363814,4eccea10-d3e5-4d88-b6fe-c5a833fb9315,30.00093148370275,30.000244664168367,-0.0651248703376858
14,0,0.0,0.5,02:01:25.33,-15:27:20.00,30.355555397746002,7.22775791381003e-05,-15.455555930954944,7.192776647713117e-05,26.22356045755452,0.48271083757706423,26.81578935962159,0.5685901419705728,30.362551608511353,0.22559777974800613,30.312673340105444,0.22591999514881272,-89.32014473911022,7.487857954784894,0,-0.027071856683953822,0.07144700431760846,100c8cce-85e5-4fab-8cea-239cba7c7bb3,30.00093211064621,30.000523580153544,-0.09472845394258458
15,0,0.0,0.5,02:03:12.00,-15:24:40.01,30.799998901592105,4.041866427042744e-05,-15.411112793196558,4.034148959419781e-05,46.664055476638055,0.48335532185474994,47.223846688246425,0.5631004130864562,30.18965665811945,0.12612389372540586,30.172630248054084,0.12599707482449538,1.9414667865572446,10.94543716993471,0,-0.06902140751211275,0.08975722414790034,91ed25b1-fc6c-4842-8e81-e1413350c726,30.00076195903448,30.002688627685657,-0.2125509411089789
16,0,0.0,0.5,02:00:58.67,-15:24:39.98,30.24444562450471,8.759786967663913e-05,-15.411104683161838,8.720158091080066e-05,21.66122056383057,0.4823936128871515,22.240370859370692,0.5704382973531161,30.419412112371937,0.27323217917821,30.378427436025103,0.2737957220527239,-87.86240313267376,11.011246205316041,0,-0.061684096536105154,0.07809710662653785,e1eb18eb-4273-4b90-8fa0-c57a97d8fb65,30.00075709605347,30.000244777505753,-0.0649429339003565
17,0,0.0,0.5,02:01:25.33,-15:24:39.98,30.355553912651054,7.094834199982955e-05,-15.411106404033124,7.073046257488613e-05,26.67350511922842,0.48279481762898596,27.223763188278827,0.5665288301255648,30.31216251656966,0.22003527577871287,30.304855100216514,0.22010374015568865,83.1029182944997,47.07164227590756,0,-0.05951210398927047,0.07483153639659615,6d53b996-807c-473e-b2e3-16008175b460,30.00075765683532,30.00052380274519,-0.09446216134964483
18,0,0.0,0.5,02:01:52.00,-15:24:39.99,30.466673025291705,5.962505598315978e-05,-15.411107946547187,5.948612167472334e-05,31.6943447372249,0.4830065456452641,32.24522302667167,0.5658907089529057,30.265069673873782,0.18627938957099732,30.255794014745437,0.18617104744050325,0.05490460663628701,32.84463777006805,0,-0.0588191088727089,0.07810947117340303,b8880e6d-f94e-4597-b5c9-22db23d42b4a,30.000758422745918,30.000907727778436,-0.12398493010053632
19,0,0.0,0.5,02:02:18.67,-15:24:40.00,30.577778318674472,5.145839843723166e-05,-15.411110865355782,5.134509853554903e-05,36.688427937869776,0.48319216463303044,37.221725151317585,0.5644557590885675,30.224180163713633,0.1606911892321827,30.212494283875543,0.16057619145775864,0.7531611273005908,21.57278773464336,0,-0.05940280856273022,0.07747161339774132,75b9830a-d515-4606-969d-9756c87f14a1,30.00075939978535,30.001396469461255,-0.15350491321833012
20,0,0.0,0.5,02:02:45.33,-15:24:40.00,30.688889554278596,4.530472515015432e-05,-15.41111120024603,4.514036202962757e-05,41.66716709655307,0.4833594731796707,42.166646741224966,0.5632045165926365,30.191359676563128,0.1412084448128143,30.169960702585897,0.14135835814591172,89.89816126696952,11.677788877467869,0,-0.05586947110038844,0.07364752079485974,ecaea991-dbd1-446a-97e8-56194f660d6e,30.000760573605508,30.001990111580824,-0.18302752914173417
21,0,0.0,0.5,02:00:32.00,-15:24:39.98,30.133348180251136,0.00011372804366968188,-15.41110457419625,0.00011358907864078561,16.708850300888475,0.4818130203638053,17.319255425060202,0.5754987242446855,30.559686352579206,0.3572997545508816,30.527289356288865,0.35594440823657714,-1.9121931878123803,18.7221246248889,0,-0.028741804596624617,0.07105023788119035,09da852a-ebb7-4886-9533-d70fefcb946f,30.000756746639546,30.000070616846944,-0.03542705133770745
22,0,0.0,0.5,02:02:45.33,-15:22:00.01,30.688882589826726,4.477487319635945e-05,-15.366669272917841,4.466130846481065e-05,42.147498231825814,0.4833057240874313,42.684835997472554,0.5635400878253263,30.193612680343044,0.13970008615045013,30.19025689870045,0.13966823632532885,1.082830635979537,47.9723575830349,0,-0.06698751842357367,0.08527776203140151,f8b19886-2de4-4e50-bb4f-b9ab3cb0533e,30.00060387859864,30.001990926284346,-0.18251046948141858
23,0,0.0,0.5,02:03:12.00,-15:21:59.99,30.79999942418826,4.0009732245676165e-05,-15.366664315326817,3.987656201864809e-05,47.159137256911926,0.48342038389891673,47.677709386597826,0.5626407164691307,30.173736263088212,0.12466329943718844,30.158562475299316,0.12475832389913652,88.11677908417855,15.704923494906827,0,-0.06085734661872887,0.08145187805691836,b08fa72d-1deb-417c-9128-de4bbeca6f13,30.000605088234035,30.002689785701694,-0.2119526713062566
24,0,0.0,0.5,02:00:32.00,-15:21:59.97,30.133339375955003,0.00011061193330072815,-15.366658264484936,0.0001103739117223057,17.156884648163604,0.4821030411416788,17.689224181180734,0.5720491970523947,30.469389841171495,0.3449177851849079,30.455014209056912,0.34464458788212543,5.240554128892723,41.38271771604504,0,-0.05472706661926163,0.07735577808425541,bd99815f-247b-49fb-be85-74cf8bf89e40,30.00060046340107,30.00007063838982,-0.03532498274081334
25,0,0.0,0.5,02:00:58.67,-15:22:00.00,30.244443962842485,8.534596976801835e-05,-15.366667117488166,8.530386618410546e-05,22.18956243872152,0.48237214145650376,22.7881548711676,0.5706447990318505,30.428489935842457,0.2675899204368588,30.3762928318731,0.2668274499481619,0.14011942873757008,8.566347858390758,0,-0.06305741358177262,0.0779552845815207,8b7de3ba-a548-4912-bddb-c4b91c7f1ba6,30.000600802782216,30.000244880545903,-0.06475969895388715
