island,source,background,local_rms,ra_str,dec_str,ra,err_ra,dec,err_dec,peak_flux,err_peak_flux,int_flux,err_int_flux,a,err_a,b,err_b,pa,err_pa,flags,residual_mean,residual_std,uuid,psf_a,psf_b,psf_pa
81,0,0.0,0.5,01:59:38.67,-15:05:59.96,29.911119092998618,0.00018774809667473588,-15.099988836700055,0.00018716098276705395,10.189229276174556,0.4818272070690485,10.69758120127199,0.5848242094946655,30.74316533313619,0.5960925323664532,30.735432565513946,0.5964459485327508,88.299091685271,127.03756468694824,0,0.005171920962673462,0.027116488160416057,618f4a46-9cd8-4fdc-9b7a-6a04dba3e2d7,30.000041890346836,30.000036914260846,0.02314763712289015
41,0,0.0,0.5,02:03:12.00,-15:16:40.01,30.799999886117018,3.9139001884488014e-05,-15.277780100036694,3.905007172910757e-05,48.15446051595769,0.4835391397248913,48.59678088001772,0.558987005596016,30.144195314653924,0.11960609361914798,30.133787516012372,0.11953346358118867,-11.844127619951433,17.219940766787644,0,-0.0621798799941292,0.0831601434530812,4f9764a2-6b45-4c29-98e9-ac152c3f0625,30.00034555673389,30.00269208852745,-0.21075576475096108
42,0,0.0,0.5,02:00:58.67,-15:16:39.99,30.244447965289755,8.165988887012612e-05,-15.27777635460646,8.158907874289412e-05,23.179310535388236,0.48252611498617903,23.752655695522844,0.5692798697991106,30.390793287287604,0.2553732113009744,30.34734031787413,0.25472819375034317,-3.6373922020906484,9.814965192849876,0,-0.05273081533606888,0.08160558074875296,c41e6199-2016-49e5-b115-e9192fafa443,30.00034232048335,30.000245100737736,-0.06439498524253293
43,0,0.0,0.5,02:01:25.33,-15:16:40.01,30.35556027625445,6.708449828241e-05,-15.277780178255167,6.682265111379593e-05,28.222189774003436,0.4827900864268711,28.806394091273607,0.5674238355025982,30.322889514200895,0.20915110288092031,30.29581695490612,0.2094335669297375,-87.69587353144603,13.01453615698454,0,-0.056529409447027605,0.07924112716579952,a30a31f6-efda-492b-ad2f-2c47bf6d90d7,30.000342699988494,30.00052449928497,-0.09366594044808581
44,0,0.0,0.5,02:01:52.00,-15:16:40.00,30.46666475872956,5.678190344451696e-05,-15.277777127017382,5.675599048515778e-05,33.23598802319933,0.4830939285114644,33.76940269358787,0.565206358428403,30.266285280885963,0.17770248483004378,30.214561364771328,0.17718418975984102,-1.1938936569279543,5.644842423251551,0,-0.054477047935002076,0.07750196564344891,f2e6e30b-353b-4236-8ad4-a144dfe5e782,30.00034319965423,30.00090886602877,-0.12293544927811259
45,0,0.0,0.5,02:02:18.67,-15:16:40.00,30.577778242362108,4.942795197027612e-05,-15.277779066435707,4.9315542337780016e-05,38.20691166295721,0.4831392553711716,38.79325563963465,0.5648670497259649,30.23502714450897,0.1543655699320701,30.2253722618894,0.15426989432459337,0.5642012364886025,23.887744190089208,0,-0.06436899062472706,0.08318655620273976,2ba6e016-74d4-4362-b2f7-31b541592dbd,30.00034384951122,30.00139826689686,-0.15220822704984038
46,0,0.0,0.5,02:02:45.33,-15:16:40.00,30.68888920000629,4.372483989709308e-05,-15.277778258245931,4.3670003499585164e-05,43.14615455067089,0.4832442722198099,43.739541999857884,0.5639506715258049,30.22307387865122,0.13655593044872075,30.190467325527514,0.13629508375509075,-2.7077344882681307,6.657451687863747,0,-0.06046317821725913,0.08081333129906113,10d1ff14-14f9-4f89-a675-bb3d647a5223,30.000344630505563,30.001992668514113,-0.1814813801103082
47,0,0.0,0.5,02:00:05.33,-15:16:40.02,30.02221848071554,0.00014420716933513688,-15.277782770984803,0.00014394305441634003,13.230157026773627,0.48165455290276454,13.838027104803237,0.5816175042872481,30.7085679862039,0.45380553785261113,30.6547012239995,0.45755259483109145,0.43073106940324535,14.064241264357168,0,-0.003260969677430176,0.046296180650880814,f28b0bae-dc11-4c6f-b975-71027759eab4,30.000342007840505,30.000001282917268,-0.005852989243669105
48,0,0.0,0.5,02:00:32.00,-15:16:40.02,30.133339757767345,0.00010437888525158244,-15.27778342597741,0.00010391994636549384,18.207238690312256,0.4821278415249686,18.784838574018547,0.5731333598506515,30.493135591314502,0.3265143744107621,30.45157616203198,0.3266107827173587,-88.40118269672891,13.012555154487742,0,-0.029274979469244365,0.06954027173039293,5bb7634b-3689-4c74-8477-4c9b9e67a6af,30.000342105331868,30.000070700950275,-0.03512560043988052
49,0,0.0,0.5,02:02:18.67,-15:13:60.00,30.577775884713084,4.881839541124255e-05,-15.233332126208897,4.873364847490791e-05,38.65276071293344,0.4832454455739883,39.18166059325478,0.5640327918161079,30.216351801806532,0.15250146793369193,30.194409854761602,0.15231808890291107,0.5638484470112223,10.959874990449803,0,-0.07138082547871724,0.08896986772710778,32362f81-2212-4a67-aa0c-0122e2b4dd05,30.000241434068556,30.001398851555432,-0.15177517281580907
